COMUNE;COMUNE ADIACENTE;Provincia;Regione;Provincia comune vicino;Regione comune vicino;Zona appertenenza protezione civile;Sigla provincia
Savignano sul Panaro;San Cesario sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Savignano sul Panaro;Spilamberto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Savignano sul Panaro;Vignola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Savignano sul Panaro;Valsamoggia;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E2;MO
Serramazzoni;Fiorano Modenese;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Serramazzoni;Maranello;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Serramazzoni;Marano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Serramazzoni;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Serramazzoni;Polinago;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Serramazzoni;Prignano sulla Secchia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Serramazzoni;Sassuolo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Sestola;Fanano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Sestola;Fiumalbo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Sestola;Montecreto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Sestola;Montese;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Sestola;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Sestola;Riolunato;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Sestola;Lizzano in Belvedere;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E1;MO
Soliera;Bastiglia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Soliera;Bomporto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Soliera;Carpi;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Soliera;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Soliera;San Prospero;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Spilamberto;Castelnuovo Rangone;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Spilamberto;Castelvetro di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Spilamberto;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Spilamberto;San Cesario sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Spilamberto;Savignano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Spilamberto;Vignola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Vignola;Castelvetro di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Vignola;Marano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Vignola;Savignano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Vignola;Spilamberto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Zocca;Guiglia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Zocca;Montese;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Zocca;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Zocca;Castel d'Aiano;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E2;MO
Zocca;Valsamoggia;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E2;MO
Zocca;Vergato;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E2;MO
Alto Reno Terme;Castel di Casio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Alto Reno Terme;Gaggio Montano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Alto Reno Terme;Lizzano in Belvedere;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Alto Reno Terme;Pistoia;Bologna;Emilia-Romagna;Pistoia;Toscana;C1;BO
Alto Reno Terme;Sambuca Pistoiese;Bologna;Emilia-Romagna;Pistoia;Toscana;C1;BO
Anzola dell'Emilia;Castelfranco Emilia;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;D1;BO
Anzola dell'Emilia;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Anzola dell'Emilia;Calderara di Reno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Anzola dell'Emilia;Sala Bolognese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Anzola dell'Emilia;San Giovanni in Persiceto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Anzola dell'Emilia;Valsamoggia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Anzola dell'Emilia;Zola Predosa;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Argelato;Bentivoglio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Argelato;Castel Maggiore;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Argelato;Castello d'Argile;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Argelato;Sala Bolognese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Argelato;San Giorgio di Piano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Baricella;Budrio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Baricella;Malalbergo;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Baricella;Minerbio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Baricella;Molinella;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Baricella;Argenta;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Baricella;Ferrara;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Baricella;Poggio Renatico;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Bentivoglio;Argelato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Bentivoglio;Castel Maggiore;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Bentivoglio;Granarolo dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Bentivoglio;Malalbergo;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Bentivoglio;Minerbio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Bentivoglio;San Giorgio di Piano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Bentivoglio;San Pietro in Casale;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Bologna;Anzola dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;Calderara di Reno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;Casalecchio di Reno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;Castel Maggiore;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;Castenaso;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;Granarolo dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;Pianoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;San Lazzaro di Savena;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;Sasso Marconi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Bologna;Zola Predosa;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Borgo Tossignano;Casalfiumanese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Borgo Tossignano;Fontanelice;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Borgo Tossignano;Imola;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Borgo Tossignano;Casola Valsenio;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Borgo Tossignano;Riolo Terme;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Budrio;Baricella;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Budrio;Castenaso;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Budrio;Granarolo dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Budrio;Medicina;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Budrio;Minerbio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Budrio;Molinella;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Budrio;Ozzano dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Calderara di Reno;Anzola dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Calderara di Reno;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Calderara di Reno;Castel Maggiore;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Calderara di Reno;Sala Bolognese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Camugnano;Castel di Casio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Camugnano;Castiglione dei Pepoli;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Camugnano;Grizzana Morandi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Camugnano;Sambuca Pistoiese;Bologna;Emilia-Romagna;Pistoia;Toscana;C1;BO
Camugnano;Cantagallo;Bologna;Emilia-Romagna;Verbano-Cusio-Ossola;Piemonte;C1;BO
Camugnano;Vernio;Bologna;Emilia-Romagna;Verbano-Cusio-Ossola;Piemonte;C1;BO
Casalecchio di Reno;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalecchio di Reno;Sasso Marconi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalecchio di Reno;Zola Predosa;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalfiumanese;Borgo Tossignano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalfiumanese;Castel del Rio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalfiumanese;Castel San Pietro Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalfiumanese;Dozza;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalfiumanese;Fontanelice;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalfiumanese;Imola;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Casalfiumanese;Monterenzio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel d'Aiano;Montese;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C1;BO
Castel d'Aiano;Zocca;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C1;BO
Castel d'Aiano;Gaggio Montano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castel d'Aiano;Vergato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castel del Rio;Casalfiumanese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel del Rio;Fontanelice;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel del Rio;Monterenzio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel del Rio;Casola Valsenio;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Castel del Rio;Firenzuola;Bologna;Emilia-Romagna;Firenze;Toscana;C2;BO
Castel del Rio;Palazzuolo sul Senio;Bologna;Emilia-Romagna;Firenze;Toscana;C2;BO
Castel di Casio;Alto Reno Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castel di Casio;Camugnano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castel di Casio;Gaggio Montano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castel di Casio;Grizzana Morandi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castel di Casio;Sambuca Pistoiese;Bologna;Emilia-Romagna;Pistoia;Toscana;C1;BO
Castel Guelfo di Bologna;Castel San Pietro Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Guelfo di Bologna;Dozza;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Guelfo di Bologna;Imola;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Guelfo di Bologna;Medicina;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Maggiore;Argelato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Maggiore;Bentivoglio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Maggiore;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Maggiore;Calderara di Reno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Maggiore;Granarolo dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel Maggiore;Sala Bolognese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castel San Pietro Terme;Casalfiumanese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel San Pietro Terme;Castel Guelfo di Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel San Pietro Terme;Dozza;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel San Pietro Terme;Medicina;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel San Pietro Terme;Monterenzio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castel San Pietro Terme;Ozzano dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Castello d'Argile;Argelato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castello d'Argile;Pieve di Cento;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castello d'Argile;Sala Bolognese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castello d'Argile;San Giorgio di Piano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castello d'Argile;San Giovanni in Persiceto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castello d'Argile;San Pietro in Casale;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castello d'Argile;Cento;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Castenaso;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castenaso;Budrio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castenaso;Granarolo dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castenaso;Ozzano dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castenaso;San Lazzaro di Savena;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Castiglione dei Pepoli;Camugnano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castiglione dei Pepoli;Grizzana Morandi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castiglione dei Pepoli;San Benedetto Val di Sambro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Castiglione dei Pepoli;Barberino di Mugello;Bologna;Emilia-Romagna;Firenze;Toscana;C1;BO
Castiglione dei Pepoli;Firenzuola;Bologna;Emilia-Romagna;Firenze;Toscana;C1;BO
Castiglione dei Pepoli;Vernio;Bologna;Emilia-Romagna;Verbano-Cusio-Ossola;Piemonte;C1;BO
Crevalcore;Camposanto;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;F1;BO
Crevalcore;Finale Emilia;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;F1;BO
Crevalcore;Nonantola;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;F1;BO
Crevalcore;Ravarino;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;F1;BO
Crevalcore;San Giovanni in Persiceto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;F1;BO
Crevalcore;Sant'Agata Bolognese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;F1;BO
Crevalcore;Cento;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;F1;BO
Dozza;Casalfiumanese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Dozza;Castel Guelfo di Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Dozza;Castel San Pietro Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Dozza;Imola;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Fontanelice;Borgo Tossignano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Fontanelice;Casalfiumanese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Fontanelice;Castel del Rio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Fontanelice;Casola Valsenio;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Gaggio Montano;Montese;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C1;BO
Gaggio Montano;Alto Reno Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Gaggio Montano;Castel d'Aiano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Gaggio Montano;Castel di Casio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Gaggio Montano;Grizzana Morandi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Gaggio Montano;Lizzano in Belvedere;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Gaggio Montano;Vergato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Galliera;Malalbergo;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Galliera;Pieve di Cento;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Galliera;San Pietro in Casale;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Galliera;Poggio Renatico;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Galliera;Terre del Reno;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Granarolo dell'Emilia;Bentivoglio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Granarolo dell'Emilia;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Granarolo dell'Emilia;Budrio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Granarolo dell'Emilia;Castel Maggiore;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Granarolo dell'Emilia;Castenaso;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Granarolo dell'Emilia;Minerbio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Grizzana Morandi;Camugnano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Grizzana Morandi;Castel di Casio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Grizzana Morandi;Castiglione dei Pepoli;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Grizzana Morandi;Gaggio Montano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Grizzana Morandi;Marzabotto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Grizzana Morandi;Monzuno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Grizzana Morandi;San Benedetto Val di Sambro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Grizzana Morandi;Vergato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Imola;Borgo Tossignano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Imola;Casalfiumanese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Imola;Castel Guelfo di Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Imola;Dozza;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Imola;Medicina;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Imola;Mordano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Imola;Argenta;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;C2;BO
Imola;Bagnara di Romagna;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Imola;Castel Bolognese;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Imola;Conselice;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Imola;Massa Lombarda;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Imola;Riolo Terme;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Imola;Solarolo;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;BO
Lizzano in Belvedere;Fanano;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C1;BO
Lizzano in Belvedere;Montese;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C1;BO
Lizzano in Belvedere;Sestola;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C1;BO
Lizzano in Belvedere;Alto Reno Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Lizzano in Belvedere;Gaggio Montano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Lizzano in Belvedere;Pistoia;Bologna;Emilia-Romagna;Pistoia;Toscana;C1;BO
Lizzano in Belvedere;San Marcello Piteglio;Bologna;Emilia-Romagna;Pistoia;Toscana;C1;BO
Loiano;Monghidoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Loiano;Monterenzio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Loiano;Monzuno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Loiano;Pianoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Malalbergo;Baricella;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Malalbergo;Bentivoglio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Malalbergo;Galliera;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Malalbergo;Minerbio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Malalbergo;San Pietro in Casale;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Malalbergo;Poggio Renatico;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Marzabotto;Grizzana Morandi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Marzabotto;Monte San Pietro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Marzabotto;Monzuno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Marzabotto;Sasso Marconi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Marzabotto;Valsamoggia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Marzabotto;Vergato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Medicina;Budrio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Medicina;Castel Guelfo di Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Medicina;Castel San Pietro Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Medicina;Imola;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Medicina;Molinella;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Medicina;Ozzano dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Medicina;Argenta;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Minerbio;Baricella;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Minerbio;Bentivoglio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Minerbio;Budrio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Minerbio;Granarolo dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Minerbio;Malalbergo;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Molinella;Baricella;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Molinella;Budrio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Molinella;Medicina;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Molinella;Argenta;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Monghidoro;Loiano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Monghidoro;Monterenzio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Monghidoro;Monzuno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Monghidoro;San Benedetto Val di Sambro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
Monghidoro;Firenzuola;Bologna;Emilia-Romagna;Firenze;Toscana;C1;BO
Monte San Pietro;Marzabotto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monte San Pietro;Sasso Marconi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monte San Pietro;Valsamoggia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monte San Pietro;Zola Predosa;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monterenzio;Casalfiumanese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monterenzio;Castel del Rio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monterenzio;Castel San Pietro Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monterenzio;Loiano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monterenzio;Monghidoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monterenzio;Ozzano dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monterenzio;Pianoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
